genome_id,size,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,path,genome_file,superkingdom,phylum,class,order,family,genus,species
GCF_000511385.1_ASM51138v1,1342042,GCF_000511385.1,PRJNA224116,SAMN02641497,NA,na,1423144,60890,Phaeobacter gallaeciensis DSM 26640,strain=DSM 26640,NA,latest,Complete Genome,Major,Full,20-12-13,ASM51138v1,DSMZ,GCA_000511385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/385/GCF_000511385.1_ASM51138v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000511385.1_ASM51138v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter gallaeciensis
GCF_000973105.1_ASM97310v1,1638045,GCF_000973105.1,PRJNA224116,SAMEA3315864,NA,representative genome,63186,63186,Zobellia galactanivorans,strain=DsiJT,NA,latest,Complete Genome,Major,Full,10-07-11,ASM97310v1,Genoscope CEA,GCA_000973105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/105/GCF_000973105.1_ASM97310v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000973105.1_ASM97310v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans
GCF_000341395.1_ASM34139v1,1200825,GCF_000341395.1,PRJNA224116,SAMN02602964,NA,representative genome,1167006,65555,Desulfocapsa sulfexigens DSM 10523,strain=DSM 10523,NA,latest,Complete Genome,Major,Full,20-02-13,ASM34139v1,"Aarhus University, Aarhus, Denmark",GCA_000341395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/395/GCF_000341395.1_ASM34139v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000341395.1_ASM34139v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sulfexigens
GCF_025398775.1_ASM2539877v1,2089935,GCF_025398775.1,PRJNA224116,SAMN30790593,NA,na,67376,67376,Streptomyces vinaceusdrappus,strain=AC-40,NA,latest,Chromosome,Major,Full,25-09-22,ASM2539877v1,Sinai University,GCA_025398775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/775/GCF_025398775.1_ASM2539877v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_025398775.1_ASM2539877v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces vinaceusdrappus
GCF_009936315.1_ASM993631v1,3092265,GCF_009936315.1,PRJNA224116,SAMD00167088,NA,na,68175,68175,Streptomyces antimycoticus,strain=NBRC 100767,NA,latest,Complete Genome,Major,Full,18-04-19,ASM993631v1,Biological Resource Center,GCA_009936315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/315/GCF_009936315.1_ASM993631v1,NA,assembly from synonym type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009936315.1_ASM993631v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces antimycoticus
GCF_001414055.1_ASM141405v1,1139691,GCF_001414055.1,PRJNA224116,SAMN04208552,NA,representative genome,69395,69395,Caulobacter henricii,strain=CB4,NA,latest,Complete Genome,Major,Full,26-10-15,ASM141405v1,university of south carolina,GCA_001414055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/414/055/GCF_001414055.1_ASM141405v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001414055.1_ASM141405v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter henricii
GCF_900465055.1_MORIYA_PRJEB24680v2,1309174,GCF_900465055.1,PRJNA224116,SAMEA104555970,NA,representative genome,69539,69539,Moritella yayanosii,strain=DB21MT 5,NA,latest,Complete Genome,Major,Full,24-06-18,MORIYA_PRJEB24680v2,Genoscope CEA,GCA_900465055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/465/055/GCF_900465055.1_MORIYA_PRJEB24680v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_900465055.1_MORIYA_PRJEB24680v2_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella yayanosii
GCF_002742645.2_ASM274264v2,1398610,GCF_002742645.2,PRJNA224116,SAMN07822570,NA,na,69665,69665,Caulobacter sp. FWC26,strain=FWC26,NA,latest,Complete Genome,Major,Full,10-01-19,ASM274264v2,The University of Chicago,GCA_002742645.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/742/645/GCF_002742645.2_ASM274264v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002742645.2_ASM274264v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. FWC26
GCF_000227745.2_ASM22774v3,1457283,GCF_000227745.2,PRJNA224116,SAMN02232062,NA,representative genome,765911,73141,Thiocystis violascens DSM 198,strain=DSM 198,NA,latest,Complete Genome,Major,Full,08-06-12,ASM22774v3,DOE Joint Genome Institute,GCA_000227745.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/227/745/GCF_000227745.2_ASM22774v3,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000227745.2_ASM22774v3_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocystis,Thiocystis violascens
GCF_000196255.1_ASM19625v1,1894678,GCF_000196255.1,PRJNA224116,SAMEA3138336,NA,na,298386,74109,Photobacterium profundum SS9,strain=SS9,NA,latest,Complete Genome,Major,Full,17-05-04,ASM19625v1,"University of Padova, Italy",GCA_000196255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/255/GCF_000196255.1_ASM19625v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000196255.1_ASM19625v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum
GCF_002736145.1_ASM273614v1,677716,GCF_002736145.1,PRJNA224116,SAMN07821249,NA,representative genome,74426,74426,Collinsella aerofaciens,strain=indica,NA,latest,Complete Genome,Major,Full,30-10-17,ASM273614v1,Translational Health Science and Technology Institute,GCA_002736145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/736/145/GCF_002736145.1_ASM273614v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002736145.1_ASM273614v1_genomic.fna.gz,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens
GCF_900289045.1_MPGL2,1088557,GCF_900289045.1,PRJNA224116,SAMEA104558311,NA,representative genome,75385,75385,Micropruina glycogenica,NA,1,latest,Complete Genome,Major,Full,20-02-18,MPGL2,"Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University",GCA_900289045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/289/045/GCF_900289045.1_MPGL2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_900289045.1_MPGL2_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Micropruina,Micropruina glycogenica
GCF_002218045.2_ASM221804v2,1248871,GCF_002218045.2,PRJNA224116,SAMD00080447,NA,representative genome,76258,76258,Vibrio rumoiensis,strain=FERM P-14531,NA,latest,Complete Genome,Major,Full,06-06-18,ASM221804v2,"Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Sciences, Hokkaido University",GCA_002218045.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/218/045/GCF_002218045.2_ASM221804v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_002218045.2_ASM221804v2_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio rumoiensis
GCF_020510565.1_ASM2051056v1,1212134,GCF_020510565.1,PRJNA224116,SAMN19030603,NA,representative genome,76259,76259,Ferribacterium limneticum,strain=77,NA,latest,Complete Genome,Major,Full,15-10-21,ASM2051056v1,Helmholtz Zentrum Muenchen,GCA_020510565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/565/GCF_020510565.1_ASM2051056v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_020510565.1_ASM2051056v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Ferribacterium,Ferribacterium limneticum
GCF_000468615.2_ASM46861v2,1354962,GCF_000468615.2,PRJNA224116,SAMN02208949,NA,representative genome,1348584,76594,Cellulophaga baltica 18,strain=18,NA,latest,Complete Genome,Major,Full,09-12-14,ASM46861v2,University of Arizona,GCA_000468615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/615/GCF_000468615.2_ASM46861v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000468615.2_ASM46861v2_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
GCF_013285305.1_ASM1328530v1,1691770,GCF_013285305.1,PRJNA224116,SAMN15052423,NA,representative genome,76760,76760,Pseudomonas rhodesiae,strain=NL2019,NA,latest,Complete Genome,Major,Full,08-06-20,ASM1328530v1,Nanjing Forestry University,GCA_013285305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/285/305/GCF_013285305.1_ASM1328530v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013285305.1_ASM1328530v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhodesiae
GCF_000327045.1_ASM32704v1,1198499,GCF_000327045.1,PRJNA224116,SAMN02232063,NA,representative genome,765912,80679,Thioflavicoccus mobilis 8321,strain=8321,NA,latest,Complete Genome,Major,Full,20-12-12,ASM32704v1,DOE Joint Genome Institute,GCA_000327045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/045/GCF_000327045.1_ASM32704v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000327045.1_ASM32704v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,Thioflavicoccus mobilis
GCF_000024805.1_ASM2480v1,2644210,GCF_000024805.1,PRJNA224116,SAMN00002596,NA,representative genome,502025,80816,Haliangium ochraceum DSM 14365,strain=DSM 14365,NA,latest,Complete Genome,Major,Full,27-10-09,ASM2480v1,US DOE Joint Genome Institute (JGI-PGF),GCA_000024805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/805/GCF_000024805.1_ASM2480v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000024805.1_ASM2480v1_genomic.fna.gz,Bacteria,Myxococcota,NA,Haliangiales,Kofleriaceae,Haliangium,Haliangium ochraceum
GCF_003854935.1_ASM385493v1,1756975,GCF_003854935.1,PRJNA224116,SAMN10380324,NA,na,82633,82633,Cupriavidus pauculus,strain=FDAARGOS_614,NA,latest,Complete Genome,Major,Full,01-12-18,ASM385493v1,US Food and Drug Administration,GCA_003854935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/854/935/GCF_003854935.1_ASM385493v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003854935.1_ASM385493v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus
GCF_016801755.1_ASM1680175v1,1187839,GCF_016801755.1,PRJNA224116,SAMN17369681,NA,representative genome,83219,83219,Sulfitobacter mediterraneus,strain=SC7-37,NA,latest,Complete Genome,Major,Full,02-02-21,ASM1680175v1,Shantou University,GCA_016801755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/801/755/GCF_016801755.1_ASM1680175v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_016801755.1_ASM1680175v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus
GCF_003355155.1_ASM335515v1,2252182,GCF_003355155.1,PRJNA224116,SAMN09690035,NA,representative genome,83291,83291,Streptomyces armeniacus,strain=ATCC 15676,NA,latest,Chromosome,Major,Full,05-08-18,ASM335515v1,University Of Ottawa,GCA_003355155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/355/155/GCF_003355155.1_ASM335515v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003355155.1_ASM335515v1_genomic.fna.gz,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces armeniacus
GCF_016859125.1_ASM1685912v1,3597165,GCF_016859125.1,PRJNA224116,SAMN17765430,NA,na,83451,83451,Archangium violaceum,strain=SDU34,NA,latest,Complete Genome,Major,Full,10-02-21,ASM1685912v1,Shandong University,GCA_016859125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/859/125/GCF_016859125.1_ASM1685912v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_016859125.1_ASM1685912v1_genomic.fna.gz,Bacteria,Myxococcota,Myxococcia,Myxococcales,Archangiaceae,Archangium,Archangium violaceum
GCF_009688985.1_ASM968898v1,2474178,GCF_009688985.1,PRJNA224116,SAMD00190780,NA,representative genome,885957,83564,Desulfosarcina ovata subsp. sediminis,strain=28bB2T,NA,latest,Complete Genome,Major,Full,13-11-19,ASM968898v1,"The Institute of Low Temperature Science, Hokkaido University",GCA_009688985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/688/985/GCF_009688985.1_ASM968898v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009688985.1_ASM968898v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosarcina,Desulfosarcina ovata
GCF_000009985.1_ASM998v1,1423575,GCF_000009985.1,PRJNA224116,SAMD00061077,NA,representative genome,342108,84159,Magnetospirillum magneticum AMB-1,strain=AMB-1,NA,latest,Complete Genome,Major,Full,01-12-05,ASM998v1,"Tokyo University of Agriculture and Technology, Japan",GCA_000009985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/985/GCF_000009985.1_ASM998v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009985.1_ASM998v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum magneticum
GCF_000025945.1_ASM2594v1,1081545,GCF_000025945.1,PRJNA224116,SAMEA3138217,NA,representative genome,177439,84980,Desulfotalea psychrophila LSv54,strain=LSv54,NA,latest,Complete Genome,Major,Full,31-07-04,ASM2594v1,e.gene Biotechnologie GmbH,GCA_000025945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/945/GCF_000025945.1_ASM2594v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000025945.1_ASM2594v1_genomic.fna.gz,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila
GCF_000165835.1_ASM16583v1,2118755,GCF_000165835.1,PRJNA224116,SAMN02603404,NA,na,762376,85698,Achromobacter xylosoxidans A8,strain=A8,NA,latest,Complete Genome,Major,Full,29-10-10,ASM16583v1,"Institute of Molecular Genetics, Academy of Sciences of the Czech Republic",GCA_000165835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/835/GCF_000165835.1_ASM16583v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000165835.1_ASM16583v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans
GCF_000010545.1_ASM1054v1,1973235,GCF_000010545.1,PRJNA224116,SAMD00060926,NA,na,395019,87883,Burkholderia multivorans ATCC 17616,strain=ATCC 17616,NA,latest,Complete Genome,Major,Full,03-06-08,ASM1054v1,Tohoku University,GCA_000010545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/545/GCF_000010545.1_ASM1054v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000010545.1_ASM1054v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans
GCF_000092285.1_ASM9228v1,1326939,GCF_000092285.1,PRJNA224116,SAMN02598513,NA,na,509190,88688,Caulobacter segnis ATCC 21756,strain=ATCC 21756,NA,latest,Complete Genome,Major,Full,30-04-10,ASM9228v1,US DOE Joint Genome Institute,GCA_000092285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/285/GCF_000092285.1_ASM9228v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000092285.1_ASM9228v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis
GCF_000011965.2_ASM1196v2,1330099,GCF_000011965.2,PRJNA224116,SAMN02604003,NA,representative genome,246200,89184,Ruegeria pomeroyi DSS-3,strain=DSS-3,NA,latest,Complete Genome,Major,Full,10-12-13,ASM1196v2,TIGR,GCA_000011965.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/965/GCF_000011965.2_ASM1196v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000011965.2_ASM1196v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria pomeroyi
GCF_008931805.1_ASM893180v1,1404317,GCF_008931805.1,PRJNA224116,SAMN12502771,NA,representative genome,1202962,90736,Moritella marina ATCC 15381,strain=MP-1,NA,latest,Complete Genome,Major,Full,09-10-19,ASM893180v1,University hospital Essen,GCA_008931805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/931/805/GCF_008931805.1_ASM893180v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_008931805.1_ASM893180v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella marina
GCF_000215705.1_ASM21570v1,1140522,GCF_000215705.1,PRJNA224116,SAMN02603053,NA,representative genome,365046,94132,Ramlibacter tataouinensis TTB310,strain=TTB310,NA,latest,Complete Genome,Major,Full,03-06-11,ASM21570v1,CEA-CNRS,GCA_000215705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/705/GCF_000215705.1_ASM21570v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000215705.1_ASM21570v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis
GCF_000009485.1_ASM948v1,2272571,GCF_000009485.1,PRJNA224116,SAMEA1705928,NA,na,216591,95486,Burkholderia cenocepacia J2315,strain=J2315,NA,latest,Complete Genome,Major,Full,19-06-08,ASM948v1,Sanger Institute,GCA_000009485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/485/GCF_000009485.1_ASM948v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009485.1_ASM948v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
GCF_000146565.1_ASM14656v1,1195636,GCF_000146565.1,PRJNA224116,SAMN02602993,NA,na,655816,96241,Bacillus subtilis subsp. spizizenii str. W23,strain=W23,NA,latest,Complete Genome,Major,Full,31-08-10,ASM14656v1,Bacillus Genetic Stock Center,GCA_000146565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/565/GCF_000146565.1_ASM14656v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000146565.1_ASM14656v1_genomic.fna.gz,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii
GCF_004768545.1_ASM476854v1,2295162,GCF_004768545.1,PRJNA224116,SAMN11045780,NA,na,96344,96344,Cupriavidus oxalaticus,strain=X32,NA,latest,Complete Genome,Major,Full,10-04-19,ASM476854v1,China Agricultural University,GCA_004768545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/545/GCF_004768545.1_ASM476854v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_004768545.1_ASM476854v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus oxalaticus
GCF_000064305.2_ASM6430v2,822732,GCF_000064305.2,PRJNA224116,SAMEA3138269,NA,na,402612,96345,Flavobacterium psychrophilum JIP02/86,strain=JIP02/86,NA,latest,Complete Genome,Major,Full,30-05-13,ASM6430v2,"I.N.R.A., FRANCE",GCA_000064305.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/064/305/GCF_000064305.2_ASM6430v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000064305.2_ASM6430v2_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum
GCF_000959245.1_ASM95924v1,2025297,GCF_000959245.1,PRJNA224116,SAMN03072629,NA,na,1249668,101571,Burkholderia ubonensis MSMB22,strain=MSMB22,NA,latest,Complete Genome,Major,Full,20-03-15,ASM95924v1,Los Alamos National Laboratory,GCA_000959245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/245/GCF_000959245.1_ASM95924v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000959245.1_ASM95924v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis
GCF_009362255.1_ASM936225v1,965549,GCF_009362255.1,PRJNA224116,SAMN12930430,NA,na,104268,104268,Tenacibaculum mesophilum,strain=DSM 13764,NA,latest,Complete Genome,Major,Full,26-10-19,ASM936225v1,Temasek Life Sciences Laboratory Limited,GCA_009362255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/362/255/GCF_009362255.1_ASM936225v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009362255.1_ASM936225v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum
GCF_000430545.1_ASM43054v1,1185328,GCF_000430545.1,PRJNA224116,SAMN02441146,AUMF00000000.1,representative genome,1123347,104270,Tenacibaculum ovolyticum DSM 18103,strain=DSM 18103,NA,latest,Scaffold,Major,Full,16-07-13,ASM43054v1,DOE Joint Genome Institute,GCA_000430545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/545/GCF_000430545.1_ASM43054v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000430545.1_ASM43054v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum ovolyticum
GCF_000009285.1_ASM928v2,2129542,GCF_000009285.1,PRJNA224116,SAMEA3283071,NA,na,381666,106590,Cupriavidus necator H16,strain=H16,NA,latest,Complete Genome,Major,Full,30-08-06,ASM928v2,Gottingen Genomics Laboratory,GCA_000009285.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/285/GCF_000009285.1_ASM928v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000009285.1_ASM928v2_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
GCF_000697965.2_ASM69796v2,2115333,GCF_000697965.2,PRJNA224116,SAMN02781308,NA,representative genome,106592,106592,Ensifer adhaerens,strain=Casida A,NA,latest,Complete Genome,Major,Full,16-06-16,ASM69796v2,University of Arizona,GCA_000697965.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/697/965/GCF_000697965.2_ASM69796v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_000697965.2_ASM69796v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens
GCF_004803875.1_ASM480387v1,953457,GCF_004803875.1,PRJNA224116,SAMN06759395,NA,representative genome,107401,107401,Tenacibaculum maritimum,strain=TM-KORJJ,NA,latest,Complete Genome,Major,Full,23-04-19,ASM480387v1,Jeju National University,GCA_004803875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/803/875/GCF_004803875.1_ASM480387v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_004803875.1_ASM480387v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum
